state,zcta5,ZIPName,County,County2
16,83702,"Boise City, ID",Ada ID,Boise ID
16,83703,"Boise City, ID",Ada ID,
16,83704,"Boise City, ID",Ada ID,
16,83705,"Boise City, ID",Ada ID,
16,83706,"Boise City, ID",Ada ID,
16,83709,"Boise, ID",Ada ID,
16,83712,"Boise City, ID",Ada ID,
16,83713,"Boise City, ID",Ada ID,
16,83714,"Garden City, ID",Ada ID,
16,83716,"Boise City, ID",Ada ID,Boise ID
16,83801,"Athol, ID",Kootenai ID,Bonner ID
16,83802,"Avery, ID",Shoshone ID,
16,83803,"Bayview, ID",Kootenai ID,Bonner ID
16,83804,"Blanchard, ID",Bonner ID,
16,83805,"Bonners Ferry, ID",Boundary ID,
16,83806,"Bovill, ID",Latah ID,
16,83808,"Calder, ID",Shoshone ID,
16,83809,"Careywood, ID",Bonner ID,
16,83810,"Cataldo, ID",Kootenai ID,Shoshone ID
16,83811,"Clark Fork, ID",Bonner ID,
16,83812,"Clarkia, ID",Shoshone ID,
16,83813,"Cocolalla, ID",Bonner ID,
16,83814,"Coeur dAlene, ID",Kootenai ID,
16,83815,"Coeur dAlene, ID",Kootenai ID,
16,83821,"Coolin, ID",Bonner ID,
16,83822,"Oldtown, ID",Bonner ID,
16,83823,"Deary, ID",Latah ID,Clearwater ID
16,83824,"De Smet, ID",Benewah ID,
16,83825,"Dover, ID",Bonner ID,
16,83826,"Eastport, ID (PO Boxes)",Boundary ID,
16,83827,"Elk River, ID",Clearwater ID,
16,83830,"Fernwood, ID",Benewah ID,Shoshone ID
16,83832,"Genesee, ID",Latah ID,Nez Perce ID
16,83833,"Harrison, ID",Kootenai ID,Benewah ID
16,83834,"Harvard, ID",Latah ID,
16,83835,"Hayden, ID",Kootenai ID,
16,83836,"Hope, ID",Bonner ID,
16,83837,"Kellogg, ID",Shoshone ID,
16,83839,"Kingston, ID",Shoshone ID,
16,83840,"Kootenai, ID",Bonner ID,
16,83841,"Laclede, ID (PO Boxes)",Bonner ID,
16,83842,"Medimont, ID",Kootenai ID,
16,83843,"Moscow, ID",Latah ID,
16,83844,"Moscow, ID",Latah ID,
16,83845,"Moyie Springs, ID",Boundary ID,
16,83846,"Mullan, ID",Shoshone ID,
16,83847,"Naples, ID",Boundary ID,
16,83848,"Nordman, ID",Bonner ID,
16,83849,"Osburn, ID",Shoshone ID,
16,83850,"Pinehurst, ID",Shoshone ID,
16,83851,"Plummer, ID",Benewah ID,
16,83852,"Ponderay, ID",Bonner ID,
16,83854,"Post Falls, ID",Kootenai ID,
16,83855,"Potlatch, ID",Latah ID,
16,83856,"Priest River, ID",Bonner ID,
16,83857,"Princeton, ID",Latah ID,
16,83858,"Rathdrum, ID",Kootenai ID,
16,83860,"Sagle, ID",Bonner ID,
16,83861,"Saint Maries, ID",Benewah ID,Kootenai ID
16,83864,"Sandpoint, ID",Bonner ID,Boundary ID
16,83866,"Santa, ID (PO Boxes)",Benewah ID,
16,83867,"Silverton, ID (PO Boxes)",Shoshone ID,
16,83868,"Smelterville, ID",Shoshone ID,
16,83869,"Spirit Lake, ID",Kootenai ID,Bonner ID
16,83870,"Tensed, ID",Benewah ID,
16,83871,"Troy, ID",Latah ID,
16,83872,"Viola, ID",Latah ID,
16,83873,"Wallace, ID",Shoshone ID,
16,83874,"Murray, ID",Shoshone ID,
16,83876,"Worley, ID",Kootenai ID,
17,60002,"Antioch, IL",Lake IL,
17,60004,"Arlington Heights, IL",Cook IL,
17,60005,"Arlington Heights, IL",Cook IL,
17,60007,"Elk Grove Village, IL",Cook IL,DuPage IL
17,60008,"Rolling Meadows, IL",Cook IL,
17,60010,"Barrington, IL",Lake IL,Cook IL
17,60012,"Crystal Lake, IL",McHenry IL,
17,60013,"Cary, IL",McHenry IL,Lake IL
17,60014,"Crystal Lake, IL",McHenry IL,
17,60015,"Deerfield, IL",Lake IL,Cook IL
17,60016,"Des Plaines, IL",Cook IL,
17,60018,"Des Plaines, IL",Cook IL,
17,60020,"Fox Lake, IL",Lake IL,
17,60021,"Fox River Grove, IL",McHenry IL,Lake IL
17,60022,"Glencoe, IL",Cook IL,
17,60025,"Glenview, IL",Cook IL,
17,60026,"Glenview, IL",Cook IL,
17,60029,"Golf, IL",Cook IL,
17,60030,"Grayslake, IL",Lake IL,
17,60031,"Gurnee, IL",Lake IL,
17,60033,"Harvard, IL",McHenry IL,Boone IL
17,60034,"Hebron, IL",McHenry IL,
17,60035,"Highland Park, IL",Lake IL,
17,60040,"Highwood, IL",Lake IL,
17,60041,"Ingleside, IL",Lake IL,
17,60042,"Island Lake, IL",McHenry IL,Lake IL
17,60043,"Kenilworth, IL",Cook IL,
17,60044,"Lake Bluff, IL",Lake IL,
17,60045,"Lake Forest, IL",Lake IL,
17,60046,"Lindenhurst, IL",Lake IL,
17,60047,"Lake Zurich, IL",Lake IL,
17,60048,"Libertyville, IL",Lake IL,
17,60050,"McHenry, IL",McHenry IL,Lake IL
17,60051,"Mchenry, IL",McHenry IL,Lake IL
17,60053,"Morton Grove, IL",Cook IL,
17,60056,"Mount Prospect, IL",Cook IL,
17,60060,"Mundelein, IL",Lake IL,
17,60061,"Vernon Hills, IL",Lake IL,
17,60062,"Northbrook, IL",Cook IL,
17,60064,"North Chicago, IL",Lake IL,
17,60067,"Palatine, IL",Cook IL,
17,60068,"Park Ridge, IL",Cook IL,
17,60069,"Lincolnshire, IL",Lake IL,
17,60070,"Prospect Heights, IL",Cook IL,
17,60071,"Richmond, IL",McHenry IL,
17,60072,"Ringwood, IL",McHenry IL,
17,60073,"Round Lake Beach, IL",Lake IL,
17,60074,"Palatine, IL",Cook IL,Lake IL
17,60076,"Skokie, IL",Cook IL,
17,60077,"Skokie, IL",Cook IL,
17,60081,"Spring Grove, IL",McHenry IL,Lake IL
17,60083,"Wadsworth, IL",Lake IL,
17,60084,"Wauconda, IL",Lake IL,
17,60085,"Waukegan, IL",Lake IL,
17,60087,"Waukegan, IL",Lake IL,
17,60088,"North Chicago, IL",Lake IL,
17,60089,"Buffalo Grove, IL",Lake IL,Cook IL
17,60090,"Wheeling, IL",Cook IL,
17,60091,"Wilmette, IL",Cook IL,
17,60093,"Winnetka, IL",Cook IL,
17,60096,"Winthrop Harbor, IL",Lake IL,
17,60097,"Wonder Lake, IL",McHenry IL,
17,60098,"Woodstock, IL",McHenry IL,
17,60099,"Zion, IL",Lake IL,
17,60101,"Addison, IL",DuPage IL,
17,60102,"Algonquin, IL",McHenry IL,Kane IL
17,60103,"Bartlett, IL",DuPage IL,Cook IL
17,60104,"Bellwood, IL",Cook IL,
17,60106,"Bensenville, IL",DuPage IL,
17,60107,"Streamwood, IL",Cook IL,
17,60108,"Bloomingdale, IL",DuPage IL,
17,60109,"Burlington, IL",Kane IL,
17,60110,"Carpentersville, IL",Kane IL,
17,60111,"Clare, IL",DeKalb IL,
17,60112,"Cortland, IL",DeKalb IL,
17,60113,"Creston, IL",Ogle IL,
17,60115,"DeKalb, IL",DeKalb IL,
17,60118,"West Dundee, IL",Kane IL,
17,60119,"Elburn, IL",Kane IL,
17,60120,"Elgin, IL",Kane IL,Cook IL
17,60123,"Elgin, IL",Kane IL,
17,60124,"Elgin, IL",Kane IL,
17,60126,"Elmhurst, IL",DuPage IL,Cook IL
17,60129,"Esmond, IL",DeKalb IL,Ogle IL
17,60130,"Forest Park, IL",Cook IL,
17,60131,"Franklin Park, IL",Cook IL,
17,60133,"Hanover Park, IL",Cook IL,DuPage IL
17,60134,"Geneva, IL",Kane IL,
17,60135,"Genoa, IL",DeKalb IL,Boone IL
17,60136,"Gilberts, IL",Kane IL,
17,60137,"Glen Ellyn, IL",DuPage IL,
17,60139,"Glendale Heights, IL",DuPage IL,
17,60140,"Hampshire, IL",Kane IL,DeKalb IL
17,60141,"Hines, IL (PO Boxes)",Cook IL,
17,60142,"Huntley, IL",McHenry IL,Kane IL
17,60143,"Itasca, IL",DuPage IL,
17,60144,"Kaneville, IL",Kane IL,
17,60145,"Kingston, IL",DeKalb IL,Boone IL
17,60146,"Kirkland, IL",DeKalb IL,Boone IL
17,60148,"Lombard, IL",DuPage IL,
17,60150,"Malta, IL",DeKalb IL,
17,60151,"Maple Park, IL",Kane IL,DeKalb IL
17,60152,"Marengo, IL",McHenry IL,DeKalb IL
17,60153,"Maywood, IL",Cook IL,
17,60154,"Westchester, IL",Cook IL,
17,60155,"Broadview, IL",Cook IL,
17,60156,"Lake in the Hills, IL",McHenry IL,
17,60157,"Medinah, IL",DuPage IL,
17,60160,"Melrose Park, IL",Cook IL,
17,60162,"Hillside, IL",Cook IL,
17,60163,"Berkeley, IL",Cook IL,
17,60164,"Northlake, IL",Cook IL,
17,60165,"Stone Park, IL",Cook IL,
17,60169,"Hoffman Estates, IL",Cook IL,
17,60171,"River Grove, IL",Cook IL,
17,60172,"Roselle, IL",DuPage IL,Cook IL
17,60173,"Schaumburg, IL",Cook IL,
17,60174,"St. Charles, IL",Kane IL,DuPage IL
17,60175,"Campton Hills, IL",Kane IL,
17,60176,"Schiller Park, IL",Cook IL,
17,60177,"South Elgin, IL",Kane IL,
17,60178,"Sycamore, IL",DeKalb IL,Kane IL
17,60180,"Union, IL",McHenry IL,
17,60181,"Villa Park, IL",DuPage IL,
17,60184,"Wayne, IL",DuPage IL,Kane IL
17,60185,"West Chicago, IL",DuPage IL,Kane IL
17,60187,"Wheaton, IL",DuPage IL,
17,60188,"Carol Stream, IL",DuPage IL,
17,60189,"Wheaton, IL",DuPage IL,
17,60190,"Winfield, IL",DuPage IL,
17,60191,"Wood Dale, IL",DuPage IL,
17,60192,"Hoffman Estates, IL",Cook IL,
17,60193,"Schaumburg, IL",Cook IL,
17,60194,"Schaumburg, IL",Cook IL,
17,60195,"Schaumburg, IL",Cook IL,
17,60201,"Evanston, IL",Cook IL,
17,60202,"Evanston, IL",Cook IL,
17,60203,"Skokie, IL",Cook IL,
17,60301,"Oak Park, IL",Cook IL,
17,60302,"Oak Park, IL",Cook IL,
17,60304,"Oak Park, IL",Cook IL,
17,60305,"River Forest, IL",Cook IL,
17,60401,"Beecher, IL",Will IL,Kankakee IL
17,60402,"Berwyn, IL",Cook IL,
17,60403,"Crest Hill, IL",Will IL,
17,60404,"Shorewood, IL",Will IL,
17,60406,"Blue Island, IL",Cook IL,
17,60407,"Braceville, IL",Grundy IL,Will IL
17,60408,"Braidwood, IL",Will IL,
17,60409,"Calumet City, IL",Cook IL,
17,60410,"Channahon, IL",Will IL,Grundy IL
17,60411,"Chicago Heights, IL",Cook IL,
17,60415,"Chicago Ridge, IL",Cook IL,
17,60416,"Coal City, IL",Grundy IL,Will IL
17,60417,"Crete, IL",Will IL,
17,60419,"Dolton, IL",Cook IL,
17,60420,"Dwight, IL",Livingston IL,Grundy IL
17,60421,"Elwood, IL",Will IL,
17,60422,"Flossmoor, IL",Cook IL,
17,60423,"Frankfort, IL",Will IL,Cook IL
17,60424,"Gardner, IL",Grundy IL,Kankakee IL
17,60425,"Glenwood, IL",Cook IL,
17,60426,"Harvey, IL",Cook IL,
17,60428,"Markham, IL",Cook IL,
17,60429,"Hazel Crest, IL",Cook IL,
17,60430,"Homewood, IL",Cook IL,
17,60431,"Joliet, IL",Will IL,Kendall IL
17,60432,"Joliet, IL",Will IL,
17,60433,"Joliet, IL",Will IL,
17,60435,"Joliet, IL",Will IL,
17,60436,"Joliet, IL",Will IL,
17,60437,"Kinsman, IL",Grundy IL,
17,60438,"Lansing, IL",Cook IL,
17,60439,"Lemont, IL",Cook IL,DuPage IL
17,60440,"Bolingbrook, IL",Will IL,DuPage IL
17,60441,"Lockport, IL",Will IL,
17,60442,"Manhattan, IL",Will IL,
17,60443,"Matteson, IL",Cook IL,
17,60444,"Mazon, IL",Grundy IL,
17,60445,"Midlothian, IL",Cook IL,
17,60446,"Romeoville, IL",Will IL,
17,60447,"Minooka, IL",Grundy IL,Will IL
17,60448,"Mokena, IL",Will IL,
17,60449,"Monee, IL",Will IL,
17,60450,"Morris, IL",Grundy IL,Kendall IL
17,60451,"New Lenox, IL",Will IL,
17,60452,"Oak Forest, IL",Cook IL,
17,60453,"Oak Lawn, IL",Cook IL,
17,60455,"Bridgeview, IL",Cook IL,
17,60456,"Hometown, IL",Cook IL,
17,60457,"Hickory Hills, IL",Cook IL,
17,60458,"Justice, IL",Cook IL,
17,60459,"Burbank, IL",Cook IL,
17,60460,"Odell, IL",Livingston IL,
17,60461,"Olympia Fields, IL",Cook IL,
17,60462,"Orland Park, IL",Cook IL,
17,60463,"Palos Heights, IL",Cook IL,
17,60464,"Palos Park, IL",Cook IL,
17,60465,"Palos Hills, IL",Cook IL,
17,60466,"Park Forest, IL",Cook IL,Will IL
17,60467,"Orland Park, IL",Cook IL,Will IL
17,60468,"Peotone, IL",Will IL,Kankakee IL
17,60469,"Posen, IL",Cook IL,
17,60470,"Ransom, IL",La Salle IL,Grundy IL
17,60471,"Richton Park, IL",Cook IL,Will IL
17,60472,"Robbins, IL",Cook IL,
17,60473,"South Holland, IL",Cook IL,
17,60474,"South Wilmington, IL",Grundy IL,
17,60475,"Steger, IL",Will IL,Cook IL
17,60476,"Thornton, IL",Cook IL,
17,60477,"Tinley Park, IL",Cook IL,Will IL
17,60478,"Country Club Hills, IL",Cook IL,
17,60479,"Verona, IL",Grundy IL,
17,60480,"Willow Springs, IL",Cook IL,
17,60481,"Wilmington, IL",Will IL,Grundy IL
17,60482,"Worth, IL",Cook IL,
17,60484,"University Park, IL",Will IL,
17,60487,"Tinley Park, IL",Cook IL,Will IL
17,60490,"Bolingbrook, IL",Will IL,
17,60491,"Homer Glen, IL",Will IL,
17,60501,"Summit, IL",Cook IL,
17,60502,"Aurora, IL",DuPage IL,Kane IL
17,60503,"Aurora, IL",Will IL,Kendall IL
17,60504,"Aurora, IL",DuPage IL,Kane IL
17,60505,"Aurora, IL",Kane IL,
17,60506,"Aurora, IL",Kane IL,
17,60510,"Batavia, IL",Kane IL,DuPage IL
17,60511,"Big Rock, IL",Kane IL,DeKalb IL
17,60512,"Bristol, IL",Kendall IL,
17,60513,"Brookfield, IL",Cook IL,
17,60514,"Clarendon Hills, IL",DuPage IL,
17,60515,"Downers Grove, IL",DuPage IL,
17,60516,"Downers Grove, IL",DuPage IL,
17,60517,"Woodridge, IL",DuPage IL,
17,60518,"Earlville, IL",La Salle IL,DeKalb IL
17,60519,"Eola, IL (PO Boxes)",DuPage IL,
17,60520,"Hinckley, IL",DeKalb IL,
17,60521,"Hinsdale, IL",DuPage IL,Cook IL
17,60523,"Oak Brook, IL",DuPage IL,
17,60525,"La Grange, IL",Cook IL,
17,60526,"La Grange Park, IL",Cook IL,
17,60527,"Burr Ridge, IL",DuPage IL,Cook IL
17,60530,"Lee, IL",Lee IL,DeKalb IL
17,60531,"Leland, IL",La Salle IL,DeKalb IL
17,60532,"Lisle, IL",DuPage IL,
17,60534,"Lyons, IL",Cook IL,
17,60536,"Millbrook, IL",Kendall IL,
17,60537,"Millington, IL",La Salle IL,Kendall IL
17,60538,"Montgomery, IL",Kendall IL,Kane IL
17,60539,"Mooseheart, IL",Kane IL,
17,60540,"Naperville, IL",DuPage IL,
17,60541,"Newark, IL",Kendall IL,Grundy IL
17,60542,"North Aurora, IL",Kane IL,
17,60543,"Oswego, IL",Kendall IL,Kane IL
17,60544,"Plainfield, IL",Will IL,Kendall IL
17,60545,"Plano, IL",Kendall IL,
17,60546,"Riverside, IL",Cook IL,
17,60548,"Sandwich, IL",DeKalb IL,La Salle IL
17,60549,"Serena, IL",La Salle IL,
17,60550,"Shabbona, IL",DeKalb IL,
17,60551,"Sheridan, IL",La Salle IL,
17,60552,"Lake Holiday, IL",La Salle IL,DeKalb IL
17,60553,"Steward, IL",Lee IL,
17,60554,"Sugar Grove, IL",Kane IL,Kendall IL
17,60555,"Warrenville, IL",DuPage IL,
17,60556,"Waterman, IL",DeKalb IL,
17,60558,"Western Springs, IL",Cook IL,
17,60559,"Westmont, IL",DuPage IL,
17,60560,"Yorkville, IL",Kendall IL,
17,60561,"Darien, IL",DuPage IL,
17,60563,"Naperville, IL",DuPage IL,
17,60564,"Naperville, IL",Will IL,DuPage IL
17,60565,"Naperville, IL",DuPage IL,Will IL
17,60585,"Plainfield, IL",Will IL,Kendall IL
17,60586,"Joliet, IL",Will IL,Kendall IL
17,60601,"Chicago, IL",Cook IL,
17,60602,"Chicago, IL",Cook IL,
17,60603,"Chicago, IL",Cook IL,
17,60604,"Chicago, IL",Cook IL,
17,60605,"Chicago, IL",Cook IL,
17,60606,"Chicago, IL",Cook IL,
17,60607,"Chicago, IL",Cook IL,
17,60608,"Chicago, IL",Cook IL,
17,60609,"Chicago, IL",Cook IL,
17,60610,"Chicago, IL",Cook IL,
17,60611,"Chicago, IL",Cook IL,
17,60612,"Chicago, IL",Cook IL,
17,60613,"Chicago, IL",Cook IL,
17,60614,"Chicago, IL",Cook IL,
17,60615,"Chicago, IL",Cook IL,
17,60616,"Chicago, IL",Cook IL,
17,60617,"Chicago, IL",Cook IL,
17,60618,"Chicago, IL",Cook IL,
17,60619,"Chicago, IL",Cook IL,
17,60620,"Chicago, IL",Cook IL,
17,60621,"Chicago, IL",Cook IL,
17,60622,"Chicago, IL",Cook IL,
17,60623,"Chicago, IL",Cook IL,
17,60624,"Chicago, IL",Cook IL,
17,60625,"Chicago, IL",Cook IL,
17,60626,"Chicago, IL",Cook IL,
17,60628,"Chicago, IL",Cook IL,
17,60629,"Chicago, IL",Cook IL,
17,60630,"Chicago, IL",Cook IL,
17,60631,"Chicago, IL",Cook IL,
17,60632,"Chicago, IL",Cook IL,
17,60633,"Chicago, IL",Cook IL,
17,60634,"Chicago, IL",Cook IL,
17,60636,"Chicago, IL",Cook IL,
17,60637,"Chicago, IL",Cook IL,
17,60638,"Chicago, IL",Cook IL,
17,60639,"Chicago, IL",Cook IL,
17,60640,"Chicago, IL",Cook IL,
17,60641,"Chicago, IL",Cook IL,
17,60642,"Chicago, IL",Cook IL,
17,60643,"Chicago, IL",Cook IL,
17,60644,"Chicago, IL",Cook IL,
17,60645,"Chicago, IL",Cook IL,
17,60646,"Chicago, IL",Cook IL,
17,60647,"Chicago, IL",Cook IL,
17,60649,"Chicago, IL",Cook IL,
17,60651,"Chicago, IL",Cook IL,
17,60652,"Chicago, IL",Cook IL,
17,60653,"Chicago, IL",Cook IL,
17,60654,"Chicago, IL",Cook IL,
17,60655,"Chicago, IL",Cook IL,
17,60656,"Chicago, IL",Cook IL,
17,60657,"Chicago, IL",Cook IL,
17,60659,"Chicago, IL",Cook IL,
17,60660,"Chicago, IL",Cook IL,
17,60661,"Chicago, IL",Cook IL,
17,60706,"Norridge, IL",Cook IL,
17,60707,"Elmwood Park, IL",Cook IL,
17,60712,"Lincolnwood, IL",Cook IL,
17,60714,"Niles, IL",Cook IL,
17,60803,"Alsip, IL",Cook IL,
17,60804,"Cicero, IL",Cook IL,
17,60805,"Evergreen Park, IL",Cook IL,
17,60827,"Riverdale, IL",Cook IL,
17,60901,"Kankakee, IL",Kankakee IL,
17,60910,"Aroma Park, IL",Kankakee IL,
17,60911,"Ashkum, IL",Iroquois IL,
17,60912,"Beaverville, IL",Iroquois IL,
17,60913,"Bonfield, IL",Kankakee IL,
17,60914,"Bourbonnais, IL",Kankakee IL,
17,60915,"Bradley, IL",Kankakee IL,
17,60917,"Buckingham, IL",Kankakee IL,Livingston IL
17,60918,"Buckley, IL",Iroquois IL,
17,60919,"Cabery, IL",Ford IL,Kankakee IL
17,60920,"Campus, IL",Livingston IL,
17,60921,"Chatsworth, IL",Livingston IL,Ford IL
17,60922,"Chebanse, IL",Kankakee IL,Iroquois IL
17,60924,"Cissna Park, IL",Iroquois IL,
17,60926,"Claytonville, IL (PO Boxes)",Iroquois IL,
17,60927,"Clifton, IL",Iroquois IL,
17,60928,"Crescent City, IL",Iroquois IL,
17,60929,"Cullom, IL",Livingston IL,Ford IL
17,60930,"Danforth, IL",Iroquois IL,
17,60931,"Donovan, IL",Iroquois IL,
17,60932,"East Lynn, IL (PO Boxes)",Vermilion IL,
17,60933,"Elliott, IL",Ford IL,
17,60934,"Emington, IL",Livingston IL,
17,60935,"Essex, IL",Kankakee IL,
17,60936,"Gibson City, IL",Ford IL,McLean IL
17,60938,"Gilman, IL",Iroquois IL,
17,60940,"Grant Park, IL",Kankakee IL,Will IL
17,60941,"Herscher, IL",Kankakee IL,Iroquois IL
17,60942,"Hoopeston, IL",Vermilion IL,Iroquois IL
17,60945,"Iroquois, IL",Iroquois IL,
17,60946,"Kempton, IL",Ford IL,Livingston IL
17,60948,"Loda, IL",Iroquois IL,Ford IL
17,60949,"Ludlow, IL",Champaign IL,Ford IL
17,60950,"Manteno, IL",Kankakee IL,Will IL
17,60951,"Martinton, IL",Iroquois IL,
17,60952,"Melvin, IL",Ford IL,Livingston IL
17,60953,"Milford, IL",Iroquois IL,
17,60954,"Momence, IL",Kankakee IL,
17,60955,"Onarga, IL",Iroquois IL,
17,60957,"Paxton, IL",Ford IL,Champaign IL
17,60958,"Pembroke Township, IL",Kankakee IL,
17,60959,"Piper City, IL",Ford IL,Livingston IL
17,60960,"Rankin, IL",Vermilion IL,Ford IL
17,60961,"Reddick, IL",Kankakee IL,Livingston IL
17,60962,"Roberts, IL",Ford IL,
17,60963,"Rossville, IL",Vermilion IL,
17,60964,"Saint Anne, IL",Kankakee IL,Iroquois IL
17,60966,"Sheldon, IL",Iroquois IL,
17,60968,"Thawville, IL",Iroquois IL,Ford IL
17,60969,"Union Hill, IL",Kankakee IL,
17,60970,"Watseka, IL",Iroquois IL,
17,60973,"Wellington, IL",Iroquois IL,
17,60974,"Woodland, IL",Iroquois IL,
17,61001,"Apple Canyon Lake, IL",Jo Daviess IL,
17,61006,"Ashton, IL",Lee IL,Ogle IL
17,61007,"Baileyville, IL",Ogle IL,Stephenson IL
17,61008,"Belvidere, IL",Boone IL,Winnebago IL
17,61010,"Byron, IL",Ogle IL,
17,61011,"Caledonia, IL",Boone IL,Winnebago IL
17,61012,"Capron, IL",Boone IL,
17,61013,"Cedarville, IL",Stephenson IL,
17,61014,"Chadwick, IL",Carroll IL,Whiteside IL
17,61015,"Chana, IL",Ogle IL,
17,61016,"Cherry Valley, IL",Winnebago IL,Boone IL
17,61018,"Dakota, IL",Stephenson IL,
17,61019,"Lake Summerset, IL",Stephenson IL,Winnebago IL
17,61020,"Davis Junction, IL",Ogle IL,Winnebago IL
17,61021,"Dixon, IL",Lee IL,Ogle IL
17,61024,"Durand, IL",Winnebago IL,
17,61025,"East Dubuque, IL",Jo Daviess IL,
17,61028,"Elizabeth, IL",Jo Daviess IL,
17,61030,"Forreston, IL",Ogle IL,
17,61031,"Franklin Grove, IL",Lee IL,Ogle IL
17,61032,"Freeport, IL",Stephenson IL,
17,61036,"Galena, IL",Jo Daviess IL,
17,61037,"Galt, IL (PO Boxes)",Whiteside IL,
17,61038,"Garden Prairie, IL",Boone IL,McHenry IL
17,61039,"German Valley, IL",Stephenson IL,Ogle IL
17,61041,"Hanover, IL",Jo Daviess IL,
17,61042,"Harmon, IL",Lee IL,
17,61043,"Holcomb, IL (PO Boxes)",Ogle IL,
17,61044,"Kent, IL",Stephenson IL,Jo Daviess IL
17,61046,"Lanark, IL",Carroll IL,
17,61047,"Leaf River, IL",Ogle IL,Winnebago IL
17,61048,"Lena, IL",Stephenson IL,Jo Daviess IL
17,61049,"Lindenwood, IL",Ogle IL,
17,61050,"Mc Connell, IL",Stephenson IL,
17,61051,"Milledgeville, IL",Carroll IL,Ogle IL
17,61052,"Monroe Center, IL",Ogle IL,
17,61053,"Mount Carroll, IL",Carroll IL,Jo Daviess IL
17,61054,"Mount Morris, IL",Ogle IL,
17,61057,"Nachusa, IL (PO Boxes)",Lee IL,
17,61059,"Nora, IL",Jo Daviess IL,
17,61060,"Orangeville, IL",Stephenson IL,
17,61061,"Oregon, IL",Ogle IL,
17,61062,"Pearl City, IL",Stephenson IL,Jo Daviess IL
17,61063,"Pecatonica, IL",Winnebago IL,Stephenson IL
17,61064,"Polo, IL",Ogle IL,Whiteside IL
17,61065,"Poplar Grove, IL",Boone IL,
17,61067,"Ridott, IL",Stephenson IL,
17,61068,"Rochelle, IL",Ogle IL,Lee IL
17,61070,"Rock City, IL",Stephenson IL,
17,61071,"Rock Falls, IL",Whiteside IL,Lee IL
17,61072,"Rockton, IL",Winnebago IL,
17,61073,"Roscoe, IL",Winnebago IL,Boone IL
17,61074,"Savanna, IL",Carroll IL,Jo Daviess IL
17,61075,"Scales Mound, IL",Jo Daviess IL,
17,61077,"Seward, IL (PO Boxes)",Winnebago IL,
17,61078,"Shannon, IL",Carroll IL,Ogle IL
17,61079,"Shirland, IL (PO Boxes)",Winnebago IL,
17,61080,"South Beloit, IL",Winnebago IL,Boone IL
17,61081,"Sterling, IL",Whiteside IL,Lee IL
17,61084,"Stillman Valley, IL",Ogle IL,Winnebago IL
17,61085,"Stockton, IL",Jo Daviess IL,
17,61087,"Warren, IL",Jo Daviess IL,Stephenson IL
17,61088,"Winnebago, IL",Winnebago IL,
17,61089,"Winslow, IL",Stephenson IL,
17,61091,"Woosung, IL (PO Boxes)",Ogle IL,
17,61101,"Rockford, IL",Winnebago IL,
17,61102,"Rockford, IL",Winnebago IL,Ogle IL
17,61103,"Rockford, IL",Winnebago IL,
17,61104,"Rockford, IL",Winnebago IL,
17,61107,"Rockford, IL",Winnebago IL,Boone IL
17,61108,"Rockford, IL",Winnebago IL,
17,61109,"Rockford, IL",Winnebago IL,Ogle IL
17,61111,"Loves Park, IL",Winnebago IL,Boone IL
17,61112,"Cherry Valley, IL",Winnebago IL,
17,61114,"Rockford, IL",Winnebago IL,Boone IL
17,61115,"Machesney Park, IL",Winnebago IL,
17,61201,"Rock Island, IL",Rock Island IL,
17,61230,"Albany, IL",Whiteside IL,
17,61231,"Aledo, IL",Mercer IL,
17,61232,"Andalusia, IL",Rock Island IL,
17,61234,"Annawan, IL",Henry IL,
17,61235,"Atkinson, IL",Henry IL,
17,61236,"Barstow, IL (PO Boxes)",Rock Island IL,
17,61238,"Cambridge, IL",Henry IL,
17,61239,"Carbon Cliff, IL",Rock Island IL,
17,61240,"Coal Valley, IL",Rock Island IL,Henry IL
17,61241,"Colona, IL",Henry IL,
17,61242,"Cordova, IL",Rock Island IL,
17,61243,"Deer Grove, IL",Whiteside IL,
17,61244,"East Moline, IL",Rock Island IL,
17,61250,"Erie, IL",Whiteside IL,Henry IL
17,61251,"Fenton, IL",Whiteside IL,
17,61252,"Fulton, IL",Whiteside IL,Carroll IL
17,61254,"Geneseo, IL",Henry IL,
17,61256,"Hampton, IL",Rock Island IL,
17,61257,"Hillsdale, IL",Rock Island IL,
17,61258,"Hooppole, IL",Henry IL,
17,61259,"Illinois City, IL",Rock Island IL,
17,61260,"Joy, IL",Mercer IL,Rock Island IL
17,61261,"Lyndon, IL",Whiteside IL,
17,61262,"Lynn Center, IL",Henry IL,Mercer IL
17,61263,"Matherville, IL",Mercer IL,
17,61264,"Milan, IL",Rock Island IL,Mercer IL
17,61265,"Moline, IL",Rock Island IL,
17,61270,"Morrison, IL",Whiteside IL,
17,61272,"New Boston, IL",Mercer IL,Rock Island IL
17,61273,"Orion, IL",Henry IL,Rock Island IL
17,61274,"Osco, IL",Henry IL,
17,61275,"Port Byron, IL",Rock Island IL,
17,61276,"Preemption, IL (PO Boxes)",Mercer IL,
17,61277,"Prophetstown, IL",Whiteside IL,Henry IL
17,61278,"Rapids City, IL",Rock Island IL,
17,61279,"Reynolds, IL",Rock Island IL,Mercer IL
17,61281,"Sherrard, IL",Mercer IL,Rock Island IL
17,61282,"Silvis, IL",Rock Island IL,
17,61283,"Tampico, IL",Whiteside IL,Bureau IL
