state,zcta5,ZIPName,County,County2
01,36695,"Mobile, AL",Mobile AL,
01,36701,"Selma, AL",Dallas AL,Perry AL
01,36703,"Selma, AL",Dallas AL,Autauga AL
01,36720,"Alberta, AL",Wilcox AL,
01,36722,"Arlington, AL",Wilcox AL,Marengo AL
01,36723,"Boykin, AL",Wilcox AL,
01,36726,"Camden, AL",Wilcox AL,
01,36727,"Campbell, AL",Clarke AL,
01,36728,"Catherine, AL",Wilcox AL,Marengo AL
01,36732,"Demopolis, AL",Marengo AL,
01,36736,"Dixons Mills, AL",Marengo AL,
01,36738,"Faunsdale, AL (PO Boxes)",Marengo AL,Hale AL
01,36740,"Forkland, AL",Greene AL,
01,36742,"Gallion, AL",Marengo AL,Hale AL
01,36744,"Greensboro, AL",Hale AL,Perry AL
01,36748,"Linden, AL",Marengo AL,
01,36749,"Jones, AL",Autauga AL,Dallas AL
01,36750,"Maplesville, AL",Chilton AL,Bibb AL
01,36751,"Lower Peach Tree, AL",Monroe AL,Wilcox AL
01,36752,"Lowndesboro, AL",Lowndes AL,
01,36753,"Mc Williams, AL (PO Boxes)",Monroe AL,Wilcox AL
01,36754,"Magnolia, AL",Marengo AL,
01,36756,"Marion, AL",Perry AL,
01,36758,"Plantersville, AL",Dallas AL,Chilton AL
01,36759,"Marion Junction, AL",Dallas AL,Perry AL
01,36761,"Minter, AL",Dallas AL,Lowndes AL
01,36763,"Myrtlewood, AL",Marengo AL,
01,36765,"Newbern, AL",Hale AL,Perry AL
01,36766,"Oak Hill, AL",Wilcox AL,
01,36767,"Orrville, AL",Dallas AL,
01,36768,"Pine Apple, AL",Wilcox AL,Monroe AL
01,36769,"Pine Hill, AL",Wilcox AL,Marengo AL
01,36773,"Safford, AL",Dallas AL,Marengo AL
01,36775,"Sardis, AL",Dallas AL,
01,36776,"Sawyerville, AL",Hale AL,
01,36782,"Sweet Water, AL",Marengo AL,
01,36783,"Thomaston, AL",Marengo AL,Wilcox AL
01,36784,"Thomasville, AL",Clarke AL,Marengo AL
01,36785,"Tyler, AL",Lowndes AL,Dallas AL
01,36786,"Uniontown, AL",Perry AL,Marengo AL
01,36790,"Stanton, AL",Chilton AL,
01,36792,"Randolph, AL",Bibb AL,Chilton AL
01,36793,"Lawley, AL",Bibb AL,Perry AL
01,36801,"Opelika, AL",Lee AL,Chambers AL
01,36804,"Opelika, AL",Lee AL,Russell AL
01,36830,"Auburn, AL",Lee AL,Macon AL
01,36832,"Auburn, AL",Lee AL,Macon AL
01,36849,"Auburn, AL",Lee AL,
01,36850,"Camp Hill, AL",Tallapoosa AL,Chambers AL
01,36852,"Cusseta, AL",Lee AL,Chambers AL
01,36853,"Dadeville, AL",Tallapoosa AL,
01,36854,"Valley, AL",Chambers AL,Lee AL
01,36855,"Five Points, AL",Chambers AL,
01,36856,"Fort Mitchell, AL",Russell AL,
01,36858,"Hatchechubbee, AL",Russell AL,
01,36859,"Holy Trinity, AL (PO Boxes)",Russell AL,
01,36860,"Hurtsboro, AL",Russell AL,Macon AL
01,36861,"Jacksons Gap, AL",Tallapoosa AL,
01,36862,"Lafayette, AL",Chambers AL,
01,36863,"Lanett, AL",Chambers AL,
01,36866,"Notasulga, AL",Macon AL,Tallapoosa AL
01,36867,"Phenix City, AL",Russell AL,Lee AL
01,36869,"Phenix City, AL",Russell AL,
01,36870,"Phenix City, AL",Lee AL,Russell AL
01,36871,"Pittsview, AL",Russell AL,
01,36874,"Salem, AL",Lee AL,Russell AL
01,36875,"Seale, AL",Russell AL,
01,36877,"Smiths Station, AL",Lee AL,
01,36879,"Waverly, AL",Lee AL,Chambers AL
01,36901,"Bellamy, AL",Sumter AL,
01,36904,"Butler, AL",Choctaw AL,
01,36907,"Cuba, AL",Sumter AL,
01,36908,"Gilbertown, AL",Choctaw AL,
01,36910,"Jachin, AL",Choctaw AL,
01,36912,"Lisman, AL",Choctaw AL,
01,36913,"Melvin, AL",Choctaw AL,
01,36915,"Needham, AL",Choctaw AL,
01,36916,"Pennington, AL",Choctaw AL,
01,36919,"Silas, AL",Choctaw AL,Washington AL
01,36921,"Toxey, AL",Choctaw AL,
01,36922,"Ward, AL",Choctaw AL,Sumter AL
01,36925,"York, AL",Sumter AL,
02,99501,"Anchorage, AK",Anchorage Borough AK,
02,99502,"Anchorage, AK",Anchorage Borough AK,
02,99503,"Anchorage, AK",Anchorage Borough AK,Bethel Census Area AK
02,99504,"Anchorage, AK",Anchorage Borough AK,
02,99505,"Anchorage, AK",Anchorage Borough AK,
02,99506,"Anchorage, AK",Anchorage Borough AK,
02,99507,"Anchorage, AK",Anchorage Borough AK,
02,99508,"Anchorage, AK",Anchorage Borough AK,
02,99510,"Anchorage, AK",North Slope Borough AK,
02,99515,"Anchorage, AK",Anchorage Borough AK,
02,99516,"Anchorage, AK",Anchorage Borough AK,
02,99517,"Anchorage, AK",Anchorage Borough AK,
02,99518,"Anchorage, AK",Anchorage Borough AK,
02,99519,"Prudhoe Bay, AK",North Slope Borough AK,
02,99540,"Anchorage, AK",Anchorage Borough AK,
02,99546,"Adak, AK",Aleutians West Census Area AK,
02,99547,"Atka, AK",Aleutians West Census Area AK,
02,99548,"Chignik Lake, AK",Lake and Peninsula Borough AK,
02,99549,"Port Heiden, AK",Lake and Peninsula Borough AK,
02,99550,"Port Lions, AK",Kodiak Island Borough AK,
02,99551,"Akiachak, AK",Bethel Census Area AK,
02,99552,"Akiak, AK",Bethel Census Area AK,
02,99553,"Akutan, AK",Aleutians East Borough AK,
02,99554,"Alakanuk, AK",Wade Hampton Census Area AK,
02,99555,"Aleknagik, AK",Dillingham Census Area AK,
02,99556,"Anchor Point, AK",Kenai Peninsula Borough AK,
02,99557,"Aniak, AK",Bethel Census Area AK,
02,99558,"Anvik, AK",Yukon-Koyukuk Census Area AK,
02,99559,"Bethel, AK",Bethel Census Area AK,
02,99561,"Chefornak, AK",Bethel Census Area AK,
02,99563,"Chevak, AK",Wade Hampton Census Area AK,
02,99564,"Chignik, AK",Lake and Peninsula Borough AK,
02,99565,"Chignik Lagoon, AK",Lake and Peninsula Borough AK,
02,99566,"Chitina, AK",Valdez-Cordova Census Area AK,
02,99567,"Anchorage, AK",Anchorage Borough AK,
02,99568,"Clam Gulch, AK",Kenai Peninsula Borough AK,
02,99569,"Clarks Point, AK",Dillingham Census Area AK,
02,99571,"Cold Bay, AK",Aleutians East Borough AK,
02,99572,"Cooper Landing, AK",Kenai Peninsula Borough AK,
02,99573,"Kenny Lake, AK",Valdez-Cordova Census Area AK,
02,99574,"Cordova, AK",Valdez-Cordova Census Area AK,
02,99575,"Crooked Creek, AK",Bethel Census Area AK,
02,99576,"Dillingham, AK",Dillingham Census Area AK,
02,99577,"Anchorage, AK",Anchorage Borough AK,
02,99578,"Eek, AK",Bethel Census Area AK,
02,99579,"Egegik, AK",Lake and Peninsula Borough AK,
02,99580,"Ekwok, AK",Dillingham Census Area AK,
02,99581,"Emmonak, AK",Wade Hampton Census Area AK,
02,99583,"False Pass, AK",Aleutians East Borough AK,
02,99585,"Marshall, AK",Wade Hampton Census Area AK,
02,99586,"Gakona, AK",Valdez-Cordova Census Area AK,
02,99587,"Anchorage, AK",Anchorage Borough AK,
02,99588,"Glennallen, AK",Valdez-Cordova Census Area AK,Matanuska-Susitna Borough AK
02,99589,"Goodnews Bay, AK",Bethel Census Area AK,
02,99590,"Grayling, AK",Yukon-Koyukuk Census Area AK,
02,99591,"St. George, AK",Aleutians West Census Area AK,
02,99602,"Holy Cross, AK",Yukon-Koyukuk Census Area AK,
02,99603,"Homer, AK",Kenai Peninsula Borough AK,
02,99604,"Hooper Bay, AK",Wade Hampton Census Area AK,
02,99605,"Hope, AK",Kenai Peninsula Borough AK,
02,99606,"Newhalen, AK",Lake and Peninsula Borough AK,
02,99607,"Upper Kalskag, AK",Bethel Census Area AK,
02,99609,"Kasigluk, AK",Bethel Census Area AK,
02,99610,"Cohoe, AK",Kenai Peninsula Borough AK,
02,99611,"Kenai, AK",Kenai Peninsula Borough AK,
02,99612,"King Cove, AK",Aleutians East Borough AK,
02,99613,"King Salmon, AK",Bristol Bay Borough AK,Lake and Peninsula Borough AK
02,99614,"Kipnuk, AK",Bethel Census Area AK,
02,99615,"Kodiak, AK",Kodiak Island Borough AK,
02,99620,"Kotlik, AK",Wade Hampton Census Area AK,
02,99621,"Kwethluk, AK",Bethel Census Area AK,
02,99622,"Kwigillingok, AK",Bethel Census Area AK,
02,99624,"Larsen Bay, AK",Kodiak Island Borough AK,
02,99625,"Levelock, AK",Lake and Peninsula Borough AK,
02,99626,"Lower Kalskag, AK",Bethel Census Area AK,
02,99627,"McGrath, AK",Yukon-Koyukuk Census Area AK,
02,99628,"Manokotak, AK",Dillingham Census Area AK,
02,99630,"Mekoryuk, AK",Bethel Census Area AK,
02,99631,"Moose Pass, AK",Kenai Peninsula Borough AK,
02,99632,"Mountain Village, AK",Wade Hampton Census Area AK,
02,99633,"Naknek, AK",Bristol Bay Borough AK,
02,99634,"Napakiak, AK",Bethel Census Area AK,
02,99636,"New Stuyahok, AK",Dillingham Census Area AK,
02,99637,"Toksook Bay, AK",Bethel Census Area AK,
02,99638,"Nikolski, AK",Aleutians West Census Area AK,
02,99639,"Ninilchik, AK",Kenai Peninsula Borough AK,
02,99640,"Nondalton, AK",Lake and Peninsula Borough AK,
02,99641,"Nunapitchuk, AK",Bethel Census Area AK,
02,99643,"Old Harbor, AK",Kodiak Island Borough AK,
02,99644,"Ouzinkie, AK",Kodiak Island Borough AK,
02,99645,"Palmer, AK",Matanuska-Susitna Borough AK,
02,99647,"Pedro Bay, AK",Lake and Peninsula Borough AK,
02,99648,"Perryville, AK",Lake and Peninsula Borough AK,
02,99649,"Pilot Point, AK",Lake and Peninsula Borough AK,
02,99650,"Pilot Station, AK",Wade Hampton Census Area AK,
02,99651,"Platinum, AK",Bethel Census Area AK,
02,99652,"Big Lake, AK",Matanuska-Susitna Borough AK,
02,99653,"Port Alsworth, AK",Lake and Peninsula Borough AK,
02,99654,"Knik-Fairview, AK",Matanuska-Susitna Borough AK,
02,99655,"Quinhagak, AK",Bethel Census Area AK,
02,99656,"Red Devil, AK",Bethel Census Area AK,
02,99657,"Russian Mission, AK",Wade Hampton Census Area AK,
02,99658,"St. Marys, AK",Wade Hampton Census Area AK,
02,99659,"St. Michael, AK",Nome Census Area AK,
02,99660,"St. Paul, AK",Aleutians West Census Area AK,
02,99661,"Sand Point, AK",Aleutians East Borough AK,
02,99662,"Scammon Bay, AK",Wade Hampton Census Area AK,
02,99663,"Seldovia, AK",Kenai Peninsula Borough AK,
02,99664,"Seward, AK",Kenai Peninsula Borough AK,
02,99665,"Shageluk, AK",Yukon-Koyukuk Census Area AK,
02,99666,"Nunam Iqua, AK",Wade Hampton Census Area AK,
02,99667,"Skwentna, AK",Matanuska-Susitna Borough AK,
02,99668,"Sleetmute, AK",Bethel Census Area AK,
02,99669,"Kalifornsky, AK",Kenai Peninsula Borough AK,
02,99670,"South Naknek, AK",Bristol Bay Borough AK,
02,99671,"Stebbins, AK",Nome Census Area AK,
02,99672,"Sterling, AK",Kenai Peninsula Borough AK,
02,99674,"Sutton-Alpine, AK",Matanuska-Susitna Borough AK,
02,99676,"Talkeetna, AK",Matanuska-Susitna Borough AK,
02,99677,"Tatitlek, AK",Valdez-Cordova Census Area AK,
02,99678,"Togiak, AK",Dillingham Census Area AK,
02,99679,"Tuluksak, AK",Bethel Census Area AK,
02,99680,"Tuntutuliak, AK",Bethel Census Area AK,
02,99681,"Tununak, AK",Bethel Census Area AK,
02,99682,"Tyonek, AK (PO Boxes)",Kenai Peninsula Borough AK,
02,99683,"Trapper Creek, AK",Matanuska-Susitna Borough AK,
02,99684,"Unalakleet, AK",Nome Census Area AK,
02,99685,"Unalaska, AK",Aleutians West Census Area AK,
02,99686,"Valdez, AK",Valdez-Cordova Census Area AK,
02,99688,"Willow, AK",Matanuska-Susitna Borough AK,
02,99689,"Yakutat, AK",Yakutat Borough,
02,99690,"Nightmute, AK",Bethel Census Area AK,
02,99691,"Nikolai, AK",Yukon-Koyukuk Census Area AK,
02,99692,"Unalaska, AK",Aleutians West Census Area AK,
02,99693,"Whittier, AK",Valdez-Cordova Census Area AK,Matanuska-Susitna Borough AK
02,99694,"Houston, AK",Matanuska-Susitna Borough AK,
02,99701,"Fairbanks, AK",Fairbanks North Star Borough AK,Yukon-Koyukuk Census Area AK
02,99702,"Eielson AFB, AK",Fairbanks North Star Borough AK,
02,99703,"Fairbanks, AK",Fairbanks North Star Borough AK,
02,99704,"Anderson, AK",Denali Borough AK,
02,99705,"Badger, AK",Fairbanks North Star Borough AK,
02,99709,"College, AK",Fairbanks North Star Borough AK,
02,99712,"Steele Creek, AK",Fairbanks North Star Borough AK,
02,99714,"Salcha, AK",Fairbanks North Star Borough AK,
02,99720,"Allakaket, AK",Yukon-Koyukuk Census Area AK,
02,99721,"Anaktuvuk Pass, AK",North Slope Borough AK,
02,99722,"Arctic Village, AK",Yukon-Koyukuk Census Area AK,
02,99723,"Barrow, AK",North Slope Borough AK,
02,99724,"Beaver, AK",Yukon-Koyukuk Census Area AK,
02,99726,"Evansville, AK",Yukon-Koyukuk Census Area AK,
02,99727,"Buckland, AK",Northwest Arctic Borough AK,
02,99729,"Cantwell, AK",Denali Borough AK,Matanuska-Susitna Borough AK
02,99730,"Central, AK",Yukon-Koyukuk Census Area AK,
02,99733,"Circle, AK",Yukon-Koyukuk Census Area AK,
02,99734,"Prudhoe Bay, AK",North Slope Borough AK,
02,99736,"Deering, AK",Northwest Arctic Borough AK,
02,99737,"Deltana, AK",Southeast Fairbanks Census Area AK,Valdez-Cordova Census Area AK
02,99738,"Eagle, AK",Southeast Fairbanks Census Area AK,Yukon-Koyukuk Census Area AK
02,99739,"Elim, AK",Nome Census Area AK,
02,99740,"Fort Yukon, AK",Yukon-Koyukuk Census Area AK,
02,99741,"Galena, AK",Yukon-Koyukuk Census Area AK,
02,99742,"Gambell, AK",Nome Census Area AK,
02,99743,"Healy, AK",Denali Borough AK,
02,99744,"Anderson, AK",Denali Borough AK,
02,99745,"Hughes, AK",Yukon-Koyukuk Census Area AK,
02,99746,"Huslia, AK",Yukon-Koyukuk Census Area AK,
02,99747,"Kaktovik, AK",North Slope Borough AK,
02,99748,"Kaltag, AK",Yukon-Koyukuk Census Area AK,
02,99749,"Kiana, AK",Northwest Arctic Borough AK,
02,99750,"Kivalina, AK",Northwest Arctic Borough AK,
02,99751,"Kobuk, AK",Northwest Arctic Borough AK,
02,99752,"Kotzebue, AK",Northwest Arctic Borough AK,
02,99753,"Koyuk, AK",Nome Census Area AK,
02,99754,"Koyukuk, AK",Yukon-Koyukuk Census Area AK,
02,99755,"McKinley Park, AK",Denali Borough AK,
02,99756,"Manley Hot Springs, AK",Yukon-Koyukuk Census Area AK,
02,99758,"Minto, AK",Yukon-Koyukuk Census Area AK,
02,99759,"Point Lay, AK",North Slope Borough AK,
02,99760,"Nenana, AK",Yukon-Koyukuk Census Area AK,Denali Borough AK
02,99761,"Noatak, AK",Northwest Arctic Borough AK,
02,99762,"Nome, AK",Nome Census Area AK,
02,99763,"Noorvik, AK",Northwest Arctic Borough AK,
02,99764,"Northway Village, AK",Southeast Fairbanks Census Area AK,
02,99765,"Nulato, AK",Yukon-Koyukuk Census Area AK,
02,99766,"Point Hope, AK",North Slope Borough AK,
02,99767,"Rampart, AK",Yukon-Koyukuk Census Area AK,
02,99768,"Ruby, AK",Yukon-Koyukuk Census Area AK,
02,99769,"Savoonga, AK",Nome Census Area AK,
02,99770,"Selawik, AK",Northwest Arctic Borough AK,
02,99771,"Shaktoolik, AK",Nome Census Area AK,
02,99772,"Shishmaref, AK",Nome Census Area AK,
02,99773,"Shungnak, AK",Northwest Arctic Borough AK,
02,99774,"Stevens Village, AK",Yukon-Koyukuk Census Area AK,
02,99775,"College, AK",Fairbanks North Star Borough AK,
02,99776,"Tanacross, AK",Southeast Fairbanks Census Area AK,
02,99777,"Tanana, AK",Yukon-Koyukuk Census Area AK,
02,99778,"Teller, AK",Nome Census Area AK,
02,99780,"Tok, AK",Southeast Fairbanks Census Area AK,Valdez-Cordova Census Area AK
02,99781,"Venetie, AK",Yukon-Koyukuk Census Area AK,
02,99782,"Wainwright, AK",North Slope Borough AK,
02,99783,"Wales, AK",Nome Census Area AK,
02,99784,"White Mountain, AK",Nome Census Area AK,
02,99785,"Brevig Mission, AK",Nome Census Area AK,
02,99786,"Ambler, AK",Northwest Arctic Borough AK,
02,99788,"Chalkyitsik, AK",Yukon-Koyukuk Census Area AK,
02,99789,"Nuiqsut, AK",North Slope Borough AK,
02,99790,"Livengood, AK",Yukon-Koyukuk Census Area AK,
02,99791,"Atqasuk, AK",North Slope Borough AK,
02,99801,"Juneau city and, AK",Juneau Borough AK,
02,99820,"Angoon, AK",Hoonah-Angoon Census Area,
02,99824,"Juneau city and, AK",Juneau Borough AK,
02,99825,"Elfin Cove, AK (PO Boxes)",Hoonah-Angoon Census Area,
02,99826,"Gustavus, AK",Hoonah-Angoon Census Area,
02,99827,"Haines, AK",Haines Borough AK,Hoonah-Angoon Census Area
02,99829,"Hoonah, AK",Hoonah-Angoon Census Area,
02,99830,"Kake, AK",02195,
02,99832,"Pelican, AK",Hoonah-Angoon Census Area,
02,99833,"Petersburg, AK",02195,
02,99835,"Sitka city and, AK",Sitka Borough AK,
02,99836,"Port Alexander, AK",02195,
02,99840,"Skagway, AK",Skagway Municipality,
02,99841,"Tenakee Springs, AK",Hoonah-Angoon Census Area,
02,99901,"Ketchikan, AK",Ketchikan Gateway Borough AK,02198
02,99903,"Wrangell city and, AK",02275,
02,99918,"Coffman Cove, AK",02198,
02,99919,"Thorne Bay, AK",02198,
02,99921,"Craig, AK",02198,
02,99922,"Hydaburg, AK",02198,
02,99923,"Hyder, AK",02198,
02,99925,"Klawock, AK",02198,
02,99926,"Metlakatla, AK",02198,
02,99927,"Port Protection, AK",02198,
02,99929,"Wrangell city and, AK",02275,
04,85003,"Phoenix, AZ",Maricopa AZ,
04,85004,"Phoenix, AZ",Maricopa AZ,
04,85006,"Phoenix, AZ",Maricopa AZ,
04,85007,"Phoenix, AZ",Maricopa AZ,
04,85008,"Phoenix, AZ",Maricopa AZ,
04,85009,"Phoenix, AZ",Maricopa AZ,
04,85012,"Phoenix, AZ",Maricopa AZ,
04,85013,"Phoenix, AZ",Maricopa AZ,
04,85014,"Phoenix, AZ",Maricopa AZ,
04,85015,"Phoenix, AZ",Maricopa AZ,
04,85016,"Phoenix, AZ",Maricopa AZ,
04,85017,"Phoenix, AZ",Maricopa AZ,
04,85018,"Phoenix, AZ",Maricopa AZ,
04,85019,"Phoenix, AZ",Maricopa AZ,
04,85020,"Phoenix, AZ",Maricopa AZ,
04,85021,"Phoenix, AZ",Maricopa AZ,
04,85022,"Phoenix, AZ",Maricopa AZ,
04,85023,"Phoenix, AZ",Maricopa AZ,
04,85024,"Phoenix, AZ",Maricopa AZ,
04,85027,"Phoenix, AZ",Maricopa AZ,
04,85028,"Phoenix, AZ",Maricopa AZ,
04,85029,"Phoenix, AZ",Maricopa AZ,
04,85031,"Phoenix, AZ",Maricopa AZ,
04,85032,"Phoenix, AZ",Maricopa AZ,
04,85033,"Phoenix, AZ",Maricopa AZ,
04,85034,"Phoenix, AZ",Maricopa AZ,
04,85035,"Phoenix, AZ",Maricopa AZ,
04,85037,"Phoenix, AZ",Maricopa AZ,
04,85040,"Phoenix, AZ",Maricopa AZ,
04,85041,"Phoenix, AZ",Maricopa AZ,
04,85042,"Phoenix, AZ",Maricopa AZ,
04,85043,"Phoenix, AZ",Maricopa AZ,
04,85044,"Phoenix, AZ",Maricopa AZ,
04,85045,"Phoenix, AZ",Maricopa AZ,
04,85048,"Phoenix, AZ",Maricopa AZ,
04,85050,"Phoenix, AZ",Maricopa AZ,
04,85051,"Phoenix, AZ",Maricopa AZ,
04,85053,"Phoenix, AZ",Maricopa AZ,
04,85054,"Phoenix, AZ",Maricopa AZ,
04,85083,"Phoenix, AZ",Maricopa AZ,
04,85085,"Phoenix, AZ",Maricopa AZ,
04,85086,"Anthem, AZ",Maricopa AZ,
04,85087,"New River, AZ",Maricopa AZ,
04,85118,"Gold Canyon, AZ",Pinal AZ,
04,85119,"Apache Junction, AZ",Pinal AZ,
04,85120,"Apache Junction, AZ",Pinal AZ,Maricopa AZ
04,85121,"Casa Blanca, AZ",Pinal AZ,
04,85122,"Casa Grande, AZ",Pinal AZ,
04,85123,"Arizona City, AZ",Pinal AZ,
04,85128,"Coolidge, AZ",Pinal AZ,
04,85131,"Eloy, AZ",Pinal AZ,
04,85132,"Florence, AZ",Pinal AZ,
04,85135,"Hayden, AZ",Gila AZ,
04,85137,"Kearny, AZ",Pinal AZ,
04,85138,"Maricopa, AZ",Pinal AZ,
04,85139,"Maricopa, AZ",Pinal AZ,Maricopa AZ
04,85140,"San Tan Valley, AZ",Pinal AZ,
04,85141,"Picacho, AZ",Pinal AZ,
04,85142,"Queen Creek, AZ",Maricopa AZ,Pinal AZ
04,85143,"San Tan Valley, AZ",Pinal AZ,
04,85145,"Red Rock, AZ",Pinal AZ,
04,85147,"Sacaton, AZ",Pinal AZ,
04,85172,"Stanfield, AZ",Pinal AZ,
04,85173,"Superior, AZ",Pinal AZ,
04,85192,"Dudleyville, AZ",Pinal AZ,Gila AZ
04,85193,"Casa Grande, AZ",Pinal AZ,
04,85194,"Casa Grande, AZ",Pinal AZ,
04,85201,"Mesa, AZ",Maricopa AZ,
04,85202,"Mesa, AZ",Maricopa AZ,
04,85203,"Mesa, AZ",Maricopa AZ,
04,85204,"Mesa, AZ",Maricopa AZ,
04,85205,"Mesa, AZ",Maricopa AZ,
04,85206,"Mesa, AZ",Maricopa AZ,
04,85207,"Mesa, AZ",Maricopa AZ,
04,85208,"Mesa, AZ",Maricopa AZ,
04,85209,"Mesa, AZ",Maricopa AZ,
04,85210,"Mesa, AZ",Maricopa AZ,
04,85212,"Mesa, AZ",Maricopa AZ,
04,85213,"Mesa, AZ",Maricopa AZ,
04,85215,"Mesa, AZ",Maricopa AZ,
04,85224,"Chandler, AZ",Maricopa AZ,
04,85225,"Chandler, AZ",Maricopa AZ,
04,85226,"Chandler, AZ",Maricopa AZ,
04,85233,"Gilbert, AZ",Maricopa AZ,
04,85234,"Gilbert, AZ",Maricopa AZ,
04,85248,"Chandler, AZ",Maricopa AZ,Pinal AZ
04,85249,"Chandler, AZ",Maricopa AZ,
04,85250,"Scottsdale, AZ",Maricopa AZ,
04,85251,"Scottsdale, AZ",Maricopa AZ,
04,85253,"Paradise Valley, AZ",Maricopa AZ,
04,85254,"Phoenix, AZ",Maricopa AZ,
04,85255,"Scottsdale, AZ",Maricopa AZ,
04,85256,"Scottsdale, AZ",Maricopa AZ,
04,85257,"Scottsdale, AZ",Maricopa AZ,
04,85258,"Scottsdale, AZ",Maricopa AZ,
04,85259,"Scottsdale, AZ",Maricopa AZ,
04,85260,"Scottsdale, AZ",Maricopa AZ,
04,85262,"Scottsdale, AZ",Maricopa AZ,
04,85263,"Rio Verde, AZ",Maricopa AZ,
04,85264,"Fort Mcdowell, AZ",Maricopa AZ,
04,85266,"Scottsdale, AZ",Maricopa AZ,
04,85268,"Fountain Hills, AZ",Maricopa AZ,
04,85281,"Tempe, AZ",Maricopa AZ,
04,85282,"Tempe, AZ",Maricopa AZ,
04,85283,"Tempe, AZ",Maricopa AZ,
04,85284,"Tempe, AZ",Maricopa AZ,
04,85286,"Chandler, AZ",Maricopa AZ,
04,85295,"Gilbert, AZ",Maricopa AZ,
04,85296,"Gilbert, AZ",Maricopa AZ,
04,85297,"Gilbert, AZ",Maricopa AZ,
04,85298,"Gilbert, AZ",Maricopa AZ,
04,85301,"Glendale, AZ",Maricopa AZ,
04,85302,"Glendale, AZ",Maricopa AZ,
04,85303,"Glendale, AZ",Maricopa AZ,
04,85304,"Glendale, AZ",Maricopa AZ,
04,85305,"Glendale, AZ",Maricopa AZ,
04,85306,"Glendale, AZ",Maricopa AZ,
04,85307,"Glendale, AZ",Maricopa AZ,
04,85308,"Glendale, AZ",Maricopa AZ,
04,85309,"Glendale, AZ",Maricopa AZ,
04,85310,"Phoenix, AZ",Maricopa AZ,
04,85320,"Aguila, AZ",Maricopa AZ,Yavapai AZ
04,85321,"Ajo, AZ",Pima AZ,Maricopa AZ
04,85322,"Arlington, AZ",Maricopa AZ,
04,85323,"Avondale, AZ",Maricopa AZ,
04,85324,"Black Canyon City, AZ",Yavapai AZ,
04,85325,"Bouse, AZ",La Paz AZ,
04,85326,"Buckeye, AZ",Maricopa AZ,
04,85328,"Cibola, AZ",La Paz AZ,
04,85331,"Phoenix, AZ",Maricopa AZ,
04,85332,"Congress, AZ",Yavapai AZ,
04,85333,"Dateland, AZ",Yuma AZ,Maricopa AZ
04,85334,"Ehrenberg, AZ",La Paz AZ,
04,85335,"El Mirage, AZ",Maricopa AZ,
04,85336,"Gadsden, AZ",Yuma AZ,
04,85337,"Gila Bend, AZ",Maricopa AZ,
04,85338,"Goodyear, AZ",Maricopa AZ,
04,85339,"Phoenix, AZ",Maricopa AZ,Pinal AZ
04,85340,"Litchfield Park, AZ",Maricopa AZ,
04,85342,"Morristown, AZ",Maricopa AZ,Yavapai AZ
04,85343,"Palo Verde, AZ (PO Boxes)",Maricopa AZ,
04,85344,"Parker, AZ",La Paz AZ,
04,85345,"Peoria, AZ",Maricopa AZ,
04,85346,"Quartzsite, AZ",La Paz AZ,
04,85347,"Roll, AZ",Yuma AZ,
04,85348,"Salome, AZ",La Paz AZ,
04,85349,"San Luis, AZ",Yuma AZ,
04,85350,"Somerton, AZ",Yuma AZ,
04,85351,"Sun City, AZ",Maricopa AZ,
04,85352,"Tacna, AZ",Yuma AZ,
04,85353,"Phoenix, AZ",Maricopa AZ,
04,85354,"Tonopah, AZ",Maricopa AZ,
04,85355,"Waddell, AZ",Maricopa AZ,
04,85356,"Wellton, AZ",Yuma AZ,
04,85357,"Wenden, AZ",La Paz AZ,
04,85360,"Wikieup, AZ",Mohave AZ,
04,85361,"Wittmann, AZ",Maricopa AZ,
04,85362,"Yarnell, AZ",Yavapai AZ,
04,85363,"Youngtown, AZ",Maricopa AZ,
04,85364,"Yuma, AZ",Yuma AZ,
04,85365,"Yuma, AZ",Yuma AZ,
04,85367,"Fortuna Foothills, AZ",Yuma AZ,
04,85371,"Poston, AZ",La Paz AZ,
04,85373,"Sun City, AZ",Maricopa AZ,
04,85374,"Surprise, AZ",Maricopa AZ,
04,85375,"Sun City West, AZ",Maricopa AZ,
04,85377,"Carefree, AZ",Maricopa AZ,
04,85379,"Surprise, AZ",Maricopa AZ,
04,85381,"Peoria, AZ",Maricopa AZ,
04,85382,"Peoria, AZ",Maricopa AZ,
04,85383,"Peoria, AZ",Maricopa AZ,
04,85387,"Surprise, AZ",Maricopa AZ,
04,85388,"Surprise, AZ",Maricopa AZ,
04,85390,"Wickenburg, AZ",Maricopa AZ,Yavapai AZ
04,85392,"Avondale, AZ",Maricopa AZ,
04,85395,"Goodyear, AZ",Maricopa AZ,
04,85396,"Buckeye, AZ",Maricopa AZ,
04,85501,"Globe, AZ",Gila AZ,
04,85530,"Bylas, AZ",Graham AZ,
04,85531,"Central, AZ",Graham AZ,
04,85533,"Clifton, AZ",Greenlee AZ,Graham AZ
04,85534,"Duncan, AZ",Greenlee AZ,
04,85535,"Eden, AZ",Graham AZ,
04,85536,"Fort Thomas, AZ",Graham AZ,
04,85539,"Miami, AZ",Gila AZ,Pinal AZ
04,85540,"Morenci, AZ",Greenlee AZ,
04,85541,"Payson, AZ",Gila AZ,
04,85542,"Peridot, AZ",Graham AZ,Gila AZ
04,85543,"Pima, AZ",Graham AZ,
